read_ID,start,length
M04808:132:000000000-CTP75:1:2117:19727:6933,5247884,353
M04808:132:000000000-CTP75:1:2117:17664:8210,5248229,260
M04808:132:000000000-CTP75:1:2117:21234:7515,5247943,830
M04808:132:000000000-CTP75:1:2117:7910:8337,5247884,353
M04808:132:000000000-CTP75:1:2117:26233:8546,5246616,3025
M04808:132:000000000-CTP75:1:2117:9680:8440,5247881,351
M04808:132:000000000-CTP75:1:2117:13205:8447,5247977,301
M04808:132:000000000-CTP75:1:2117:14698:8150,5247835,3003
M04808:132:000000000-CTP75:1:2117:7019:8594,5247969,496
M04808:132:000000000-CTP75:1:2117:9379:8644,5248227,323
M04808:132:000000000-CTP75:1:2117:5189:9068,5245880,4405
M04808:132:000000000-CTP75:1:2117:13855:8847,5247683,549
M04808:132:000000000-CTP75:1:2117:15204:9201,5248185,1059
M04808:132:000000000-CTP75:1:2117:23009:9524,5246764,1472
M04808:132:000000000-CTP75:1:2117:20539:9313,5246511,1721
M04808:132:000000000-CTP75:1:2117:22888:8959,5248223,296
M04808:132:000000000-CTP75:1:2117:21834:9338,5248227,881
M04808:132:000000000-CTP75:1:2117:17105:9729,5248223,1301
M04808:132:000000000-CTP75:1:2117:7798:9818,5246947,1971
M04808:132:000000000-CTP75:1:2117:19443:9920,5248168,675
M04808:132:000000000-CTP75:1:2117:8950:10054,5248161,1221
M04808:132:000000000-CTP75:1:2117:14074:10459,5248223,887
M04808:132:000000000-CTP75:1:2117:7977:10329,5247562,830
M04808:132:000000000-CTP75:1:2117:7560:10823,5247900,2170
M04808:132:000000000-CTP75:1:2117:25116:10901,5246764,1472
M04808:132:000000000-CTP75:1:2117:25236:11357,5247465,783
M04808:132:000000000-CTP75:1:2117:4743:11571,5247952,709
M04808:132:000000000-CTP75:1:2117:17008:11576,5247929,273
M04808:132:000000000-CTP75:1:2117:10061:11276,5247920,324
M04808:132:000000000-CTP75:1:2117:21537:11508,5248005,229
M04808:132:000000000-CTP75:1:2117:3107:11817,5247102,1130
M04808:132:000000000-CTP75:1:2117:5951:12010,5248230,375
M04808:132:000000000-CTP75:1:2117:22251:11372,5248226,214
M04808:132:000000000-CTP75:1:2117:2800:12136,5247606,1150
M04808:132:000000000-CTP75:1:2117:19367:11971,5248085,387
M04808:132:000000000-CTP75:1:2117:3705:11990,5248058,897
M04808:132:000000000-CTP75:1:2117:4276:12422,5246713,2481
M04808:132:000000000-CTP75:1:2117:27118:12436,5247784,540
M04808:132:000000000-CTP75:1:2117:21129:12252,5247830,507
M04808:132:000000000-CTP75:1:2117:11924:12420,5246637,1656
M04808:132:000000000-CTP75:1:2117:28515:12949,5247855,729
M04808:132:000000000-CTP75:1:2117:5509:13041,5247683,549
M04808:132:000000000-CTP75:1:2117:12847:13011,5246827,2470
M04808:132:000000000-CTP75:1:2117:25878:13022,5248218,910
M04808:132:000000000-CTP75:1:2117:13764:13144,5247822,410
M04808:132:000000000-CTP75:1:2117:11549:13584,5247187,1046
M04808:132:000000000-CTP75:1:2117:16938:13801,5248014,977
M04808:132:000000000-CTP75:1:2117:17724:13232,5248218,241
M04808:132:000000000-CTP75:1:2117:7310:13617,5247602,1153
M04808:132:000000000-CTP75:1:2117:8068:13759,5246426,3923
M04808:132:000000000-CTP75:1:2117:1791:13762,5248058,381
M04808:132:000000000-CTP75:1:2117:17823:12732,5248185,1059
M04808:132:000000000-CTP75:1:2117:26353:13432,5246944,2939
M04808:132:000000000-CTP75:1:2117:21824:13866,5247160,1072
M04808:132:000000000-CTP75:1:2117:13076:14152,5248229,328
M04808:132:000000000-CTP75:1:2117:19744:14259,5248224,1711
M04808:132:000000000-CTP75:1:2117:16541:14263,5247696,676
M04808:132:000000000-CTP75:1:2117:10998:14351,5248228,451
M04808:132:000000000-CTP75:1:2117:17083:14207,5247658,574
M04808:132:000000000-CTP75:1:2117:27618:14401,5245812,2856
M04808:132:000000000-CTP75:1:2117:24277:14413,5247785,447
M04808:132:000000000-CTP75:1:2117:8000:14779,5248227,1012
M04808:132:000000000-CTP75:1:2117:25793:14896,5247785,447
M04808:132:000000000-CTP75:1:2117:27959:15043,5248230,200
M04808:132:000000000-CTP75:1:2117:20646:14966,5245922,2310
M04808:132:000000000-CTP75:1:2117:5524:15118,5248226,902
M04808:132:000000000-CTP75:1:2117:8136:15269,5246816,1427
M04808:132:000000000-CTP75:1:2117:3889:15455,5248099,241
M04808:132:000000000-CTP75:1:2117:17157:15377,5247683,549
M04808:132:000000000-CTP75:1:2117:25065:15919,5248224,749
M04808:132:000000000-CTP75:1:2117:4454:15299,5247238,1556
M04808:132:000000000-CTP75:1:2117:27945:16364,5247511,725
M04808:132:000000000-CTP75:1:2117:19230:16773,5247609,623
M04808:132:000000000-CTP75:1:2117:18230:16797,5247597,815
M04808:132:000000000-CTP75:1:2117:6584:15924,5247971,260
M04808:132:000000000-CTP75:1:2117:6510:17184,5247677,557
M04808:132:000000000-CTP75:1:2117:16554:18112,5247871,372
M04808:132:000000000-CTP75:1:2117:4973:18026,5245876,2356
M04808:132:000000000-CTP75:1:2117:7708:17586,5248225,720
M04808:132:000000000-CTP75:1:2117:10845:17241,5247666,589
M04808:132:000000000-CTP75:1:2117:4690:17355,5247790,453
M04808:132:000000000-CTP75:1:2117:15936:18085,5248230,463
M04808:132:000000000-CTP75:1:2117:5102:17811,5248229,577
M04808:132:000000000-CTP75:1:2117:24410:18233,5246500,1741
M04808:132:000000000-CTP75:1:2117:24895:18364,5247754,3084
M04808:132:000000000-CTP75:1:2117:25233:18178,5247784,405
M04808:132:000000000-CTP75:1:2117:3258:18655,5247830,572
M04808:132:000000000-CTP75:1:2117:10885:18260,5247772,459
M04808:132:000000000-CTP75:1:2117:16002:18388,5247321,923
M04808:132:000000000-CTP75:1:2117:19778:18935,5248221,309
M04808:132:000000000-CTP75:1:2117:14322:18563,5247628,605
M04808:132:000000000-CTP75:1:2117:22101:19473,5248230,2288
M04808:132:000000000-CTP75:1:2117:25647:19530,5246102,2130
M04808:132:000000000-CTP75:1:2117:25131:19116,5248024,208
M04808:132:000000000-CTP75:1:2117:24991:18058,5248025,207
M04808:132:000000000-CTP75:1:2117:17114:18601,5248185,1059
M04808:132:000000000-CTP75:1:2117:19627:18991,5246321,3130
M04808:132:000000000-CTP75:1:2117:18400:20157,5248230,355
M04808:132:000000000-CTP75:1:2117:16452:19283,5247730,507
M04808:132:000000000-CTP75:1:2117:26949:20221,5248231,2119
M04808:132:000000000-CTP75:1:2117:14789:20223,5246158,2085
M04808:132:000000000-CTP75:1:2117:19009:20433,5248230,1418
M04808:132:000000000-CTP75:1:2117:8052:20443,5245922,2310
M04808:132:000000000-CTP75:1:2117:8201:20046,5247590,644
M04808:132:000000000-CTP75:1:2117:5151:20403,5248000,672
M04808:132:000000000-CTP75:1:2117:4884:20705,5245876,2356
M04808:132:000000000-CTP75:1:2117:6569:20718,5247704,1270
M04808:132:000000000-CTP75:1:2117:10319:21004,5247730,502
M04808:132:000000000-CTP75:1:2117:18370:20867,5248231,2119
M04808:132:000000000-CTP75:1:2117:9175:21341,5248230,523
M04808:132:000000000-CTP75:1:2117:25243:21566,5248228,238
M04808:132:000000000-CTP75:1:2117:26284:21421,5248223,203
M04808:132:000000000-CTP75:1:2117:21802:21363,5248223,296
M04808:132:000000000-CTP75:1:2117:25735:21321,5245874,2358
M04808:132:000000000-CTP75:1:2117:14296:21870,5247971,261
M04808:132:000000000-CTP75:1:2117:23885:21448,5247847,396
M04808:132:000000000-CTP75:1:2117:23515:21768,5245990,2247
M04808:132:000000000-CTP75:1:2117:15799:21788,5248225,315
M04808:132:000000000-CTP75:1:2117:7145:21847,5247920,324
M04808:132:000000000-CTP75:1:2117:11133:22355,5247060,1221
M04808:132:000000000-CTP75:1:2117:14934:21532,5247930,302
M04808:132:000000000-CTP75:1:2117:9783:22467,5247952,693
M04808:132:000000000-CTP75:1:2117:21879:22579,5248224,378
M04808:132:000000000-CTP75:1:2117:22622:22184,5246178,3769
M04808:132:000000000-CTP75:1:2117:11363:22674,5247730,502
M04808:132:000000000-CTP75:1:2117:19663:22779,5247573,659
M04808:132:000000000-CTP75:1:2117:17115:22800,5246596,1636
M04808:132:000000000-CTP75:1:2117:6298:23068,5248230,2327
M04808:132:000000000-CTP75:1:2117:15210:22684,5247704,1270
M04808:132:000000000-CTP75:1:2117:17055:22939,5247642,604
M04808:132:000000000-CTP75:1:2117:25082:22965,5248164,237
M04808:132:000000000-CTP75:1:2117:16726:23862,5247745,767
M04808:132:000000000-CTP75:1:2117:12854:24126,5246011,2235
M04808:132:000000000-CTP75:1:2117:20954:23474,5247174,1058
M04808:132:000000000-CTP75:1:2117:18167:24744,5247990,242
M04808:132:000000000-CTP75:1:2117:12398:24754,5246560,1669
M04808:132:000000000-CTP75:1:2117:12404:24766,5246560,1669
M04808:132:000000000-CTP75:1:2117:11568:24285,5247554,1078
M04808:132:000000000-CTP75:1:2117:12186:24621,5247554,1078
M04808:132:000000000-CTP75:1:2116:15057:1891,5248051,391
M04808:132:000000000-CTP75:1:2116:21985:1959,5247934,1801
M04808:132:000000000-CTP75:1:2117:14233:24720,5246166,2068
M04808:132:000000000-CTP75:1:2116:13792:2334,5248228,375
M04808:132:000000000-CTP75:1:2116:17432:2264,5248227,959
M04808:132:000000000-CTP75:1:2116:23444:2266,5248230,392
M04808:132:000000000-CTP75:1:2116:20542:2392,5248222,709
M04808:132:000000000-CTP75:1:2116:22129:3065,5247630,602
M04808:132:000000000-CTP75:1:2116:12397:3447,5248017,267
M04808:132:000000000-CTP75:1:2117:15638:25037,5248009,237
M04808:132:000000000-CTP75:1:2116:20844:3036,5245986,2248
M04808:132:000000000-CTP75:1:2116:10691:3535,5248229,2300
M04808:132:000000000-CTP75:1:2116:18149:3992,5247175,1472
M04808:132:000000000-CTP75:1:2116:18291:3714,5247175,1472
M04808:132:000000000-CTP75:1:2116:24862:3720,5247823,407
M04808:132:000000000-CTP75:1:2116:22692:4048,5248148,1166
M04808:132:000000000-CTP75:1:2116:8164:4493,5247919,383
M04808:132:000000000-CTP75:1:2116:22225:4807,5247160,1072
M04808:132:000000000-CTP75:1:2116:19236:4704,5248224,1711
M04808:132:000000000-CTP75:1:2116:22024:5021,5246943,1289
M04808:132:000000000-CTP75:1:2116:10962:5661,5246596,1636
M04808:132:000000000-CTP75:1:2116:16236:5801,5246713,2479
M04808:132:000000000-CTP75:1:2116:12518:5731,5248230,355
M04808:132:000000000-CTP75:1:2116:21401:5739,5247329,927
M04808:132:000000000-CTP75:1:2116:4159:6293,5248161,1221
M04808:132:000000000-CTP75:1:2116:5265:5814,5247830,550
M04808:132:000000000-CTP75:1:2116:22812:5593,5246376,1889
M04808:132:000000000-CTP75:1:2116:14233:5996,5247784,405
M04808:132:000000000-CTP75:1:2116:24526:5916,5247321,923
M04808:132:000000000-CTP75:1:2116:10872:6806,5248183,749
M04808:132:000000000-CTP75:1:2116:17854:6836,5246560,1669
M04808:132:000000000-CTP75:1:2116:4887:6580,5246426,3923
M04808:132:000000000-CTP75:1:2116:23001:6876,5247674,563
M04808:132:000000000-CTP75:1:2116:7906:6459,5248229,322
M04808:132:000000000-CTP75:1:2116:15821:6953,5247480,752
M04808:132:000000000-CTP75:1:2116:16955:7149,5248225,1635
M04808:132:000000000-CTP75:1:2116:14449:7432,5248232,1419
M04808:132:000000000-CTP75:1:2116:5266:7914,5246500,1741
M04808:132:000000000-CTP75:1:2116:22237:7548,5248178,218
M04808:132:000000000-CTP75:1:2116:16565:6728,5247656,580
M04808:132:000000000-CTP75:1:2116:26469:7689,5247641,1721
M04808:132:000000000-CTP75:1:2116:19806:7762,5248045,202
M04808:132:000000000-CTP75:1:2116:22378:7900,5245812,2856
M04808:132:000000000-CTP75:1:2116:25837:8434,5246426,3923
M04808:132:000000000-CTP75:1:2116:20886:8577,5246813,1419
M04808:132:000000000-CTP75:1:2116:20346:8535,5247190,1042
M04808:132:000000000-CTP75:1:2116:17299:8672,5247790,445
M04808:132:000000000-CTP75:1:2116:8752:8113,5247552,680
M04808:132:000000000-CTP75:1:2116:11430:8385,5246380,1863
M04808:132:000000000-CTP75:1:2116:8758:8038,5247977,301
M04808:132:000000000-CTP75:1:2116:23440:8835,5248226,954
M04808:132:000000000-CTP75:1:2116:12771:8907,5248227,236
M04808:132:000000000-CTP75:1:2116:18815:9255,5248230,392
M04808:132:000000000-CTP75:1:2116:22690:9306,5248222,834
M04808:132:000000000-CTP75:1:2116:24841:9407,5248226,264
M04808:132:000000000-CTP75:1:2116:12496:9257,5245838,2985
M04808:132:000000000-CTP75:1:2116:28710:9565,5247929,419
M04808:132:000000000-CTP75:1:2116:22456:8348,5245838,2985
M04808:132:000000000-CTP75:1:2116:24274:8356,5245793,2670
M04808:132:000000000-CTP75:1:2116:21352:9518,5247673,562
M04808:132:000000000-CTP75:1:2116:4976:9928,5248226,849
M04808:132:000000000-CTP75:1:2116:17077:10187,5248222,535
M04808:132:000000000-CTP75:1:2116:24795:10079,5248230,2288
M04808:132:000000000-CTP75:1:2116:15163:10036,5247790,1203
M04808:132:000000000-CTP75:1:2116:24530:10045,5246189,2043
M04808:132:000000000-CTP75:1:2116:10575:10608,5248226,954
M04808:132:000000000-CTP75:1:2116:11168:10659,5246829,1853
M04808:132:000000000-CTP75:1:2116:12031:10748,5248202,499
M04808:132:000000000-CTP75:1:2116:19919:10642,5247882,361
M04808:132:000000000-CTP75:1:2116:20841:9603,5247852,223
M04808:132:000000000-CTP75:1:2116:15280:10546,5246822,1411
M04808:132:000000000-CTP75:1:2116:10058:11343,5246943,1289
M04808:132:000000000-CTP75:1:2116:23945:11164,5247600,2093
M04808:132:000000000-CTP75:1:2116:20432:11680,5248217,711
M04808:132:000000000-CTP75:1:2116:26884:11205,5248230,724
M04808:132:000000000-CTP75:1:2116:10336:11770,5247822,410
M04808:132:000000000-CTP75:1:2116:24749:12342,5248194,412
M04808:132:000000000-CTP75:1:2116:4438:12274,5248230,2288
M04808:132:000000000-CTP75:1:2116:13452:12319,5246963,1281
M04808:132:000000000-CTP75:1:2116:10643:10793,5248189,581
M04808:132:000000000-CTP75:1:2116:26618:11812,5248230,270
M04808:132:000000000-CTP75:1:2116:25824:12509,5246511,1721
M04808:132:000000000-CTP75:1:2116:2356:12681,5248217,338
M04808:132:000000000-CTP75:1:2116:6728:12647,5248161,1221
M04808:132:000000000-CTP75:1:2116:13648:13245,5247265,1366
M04808:132:000000000-CTP75:1:2116:15914:13477,5245955,3777
M04808:132:000000000-CTP75:1:2116:7298:13717,5247971,261
M04808:132:000000000-CTP75:1:2116:16142:12941,5247600,2093
M04808:132:000000000-CTP75:1:2116:18320:13770,5247671,561
M04808:132:000000000-CTP75:1:2116:11122:13595,5247584,2218
M04808:132:000000000-CTP75:1:2116:16393:14092,5248230,270
M04808:132:000000000-CTP75:1:2116:24739:13887,5248227,1602
M04808:132:000000000-CTP75:1:2116:20741:14561,5247863,370
M04808:132:000000000-CTP75:1:2116:29361:14513,5247174,1058
M04808:132:000000000-CTP75:1:2116:10366:14768,5248229,666
M04808:132:000000000-CTP75:1:2116:5483:15219,5246496,1737
M04808:132:000000000-CTP75:1:2116:27115:14032,5247892,343
M04808:132:000000000-CTP75:1:2116:18338:14951,5248218,910
M04808:132:000000000-CTP75:1:2116:22679:15301,5245986,2248
M04808:132:000000000-CTP75:1:2116:28343:14840,5247673,562
M04808:132:000000000-CTP75:1:2116:19085:15355,5248229,753
M04808:132:000000000-CTP75:1:2116:16508:15372,5246813,1419
M04808:132:000000000-CTP75:1:2116:27505:15795,5246727,2283
M04808:132:000000000-CTP75:1:2116:8003:15813,5247666,589
M04808:132:000000000-CTP75:1:2116:24018:15204,5247895,485
M04808:132:000000000-CTP75:1:2116:8078:15471,5248231,2119
M04808:132:000000000-CTP75:1:2116:18547:15332,5247943,830
M04808:132:000000000-CTP75:1:2116:2780:15722,5247370,873
M04808:132:000000000-CTP75:1:2116:14712:16055,5245727,3837
M04808:132:000000000-CTP75:1:2116:10596:15617,5247961,271
M04808:132:000000000-CTP75:1:2116:11872:15637,5248214,427
M04808:132:000000000-CTP75:1:2116:29419:15856,5247630,602
M04808:132:000000000-CTP75:1:2116:3810:16149,5248223,1301
M04808:132:000000000-CTP75:1:2116:23483:16427,5248224,378
M04808:132:000000000-CTP75:1:2116:7553:16442,5245986,2248
M04808:132:000000000-CTP75:1:2116:11257:16371,5245681,2992
M04808:132:000000000-CTP75:1:2116:24880:16381,5248224,531
M04808:132:000000000-CTP75:1:2116:17764:16833,5248334,787
M04808:132:000000000-CTP75:1:2116:23811:16571,5246311,1921
M04808:132:000000000-CTP75:1:2116:27235:16985,5247321,923
M04808:132:000000000-CTP75:1:2116:10365:17444,5246426,3923
M04808:132:000000000-CTP75:1:2116:8618:17464,5248184,1186
M04808:132:000000000-CTP75:1:2116:14246:16180,5247329,921
M04808:132:000000000-CTP75:1:2116:6395:17513,5248229,390
M04808:132:000000000-CTP75:1:2116:10620:17928,5247913,319
M04808:132:000000000-CTP75:1:2116:27337:18091,5247952,709
M04808:132:000000000-CTP75:1:2116:22624:18119,5247648,2050
M04808:132:000000000-CTP75:1:2116:26030:18249,5248225,402
M04808:132:000000000-CTP75:1:2116:21369:18450,5247769,464
M04808:132:000000000-CTP75:1:2116:13054:18453,5248215,249
M04808:132:000000000-CTP75:1:2116:25435:17070,5248229,668
M04808:132:000000000-CTP75:1:2116:11273:17946,5248228,451
M04808:132:000000000-CTP75:1:2116:13075:18891,5247325,1798
M04808:132:000000000-CTP75:1:2116:27272:18864,5247971,260
M04808:132:000000000-CTP75:1:2116:14398:19154,5246713,2412
M04808:132:000000000-CTP75:1:2116:19820:19157,5247593,650
M04808:132:000000000-CTP75:1:2116:12100:17660,5247666,589
M04808:132:000000000-CTP75:1:2116:15232:18722,5248229,2300
M04808:132:000000000-CTP75:1:2116:26673:19178,5248229,358
M04808:132:000000000-CTP75:1:2116:10491:19835,5246782,1461
M04808:132:000000000-CTP75:1:2116:9813:19961,5248228,375
M04808:132:000000000-CTP75:1:2116:13227:20348,5248222,834
M04808:132:000000000-CTP75:1:2116:12861:20360,5246426,3923
M04808:132:000000000-CTP75:1:2116:14798:20381,5247661,1110
M04808:132:000000000-CTP75:1:2116:25609:19627,5246094,2138
M04808:132:000000000-CTP75:1:2116:25695:20421,5247189,1044
M04808:132:000000000-CTP75:1:2116:15413:20637,5248230,819
M04808:132:000000000-CTP75:1:2116:6391:20322,5245955,3777
M04808:132:000000000-CTP75:1:2116:4851:21286,5247225,1035
M04808:132:000000000-CTP75:1:2116:19088:21287,5247926,1408
M04808:132:000000000-CTP75:1:2116:10007:19804,5245955,3777
M04808:132:000000000-CTP75:1:2116:4859:20465,5247265,1366
M04808:132:000000000-CTP75:1:2116:16900:21003,5248229,1245
M04808:132:000000000-CTP75:1:2116:13971:21530,5247890,353
M04808:132:000000000-CTP75:1:2116:25353:21257,5248222,709
M04808:132:000000000-CTP75:1:2116:20956:21643,5248225,720
M04808:132:000000000-CTP75:1:2116:15125:22354,5248228,238
M04808:132:000000000-CTP75:1:2116:8744:22265,5248230,2327
M04808:132:000000000-CTP75:1:2116:10978:21615,5247045,1187
M04808:132:000000000-CTP75:1:2116:5085:20770,5247952,709
M04808:132:000000000-CTP75:1:2116:21812:23090,5248225,404
M04808:132:000000000-CTP75:1:2116:12286:23097,5247905,222
M04808:132:000000000-CTP75:1:2116:18543:23116,5247620,612
M04808:132:000000000-CTP75:1:2116:18609:23156,5246596,1636
M04808:132:000000000-CTP75:1:2116:14392:23162,5247164,1068
M04808:132:000000000-CTP75:1:2116:10634:23906,5248231,862
M04808:132:000000000-CTP75:1:2116:17749:23724,5248229,1245
M04808:132:000000000-CTP75:1:2116:20449:24090,5248192,1166
M04808:132:000000000-CTP75:1:2116:17236:23512,5247807,2942
M04808:132:000000000-CTP75:1:2119:15777:2054,5248231,862
M04808:132:000000000-CTP75:1:2119:17668:2436,5248085,387
M04808:132:000000000-CTP75:1:2116:16548:24430,5248093,556
M04808:132:000000000-CTP75:1:2119:13918:2069,5248227,1805
M04808:132:000000000-CTP75:1:2119:8599:3223,5248001,917
M04808:132:000000000-CTP75:1:2119:12708:2737,5247782,574
M04808:132:000000000-CTP75:1:2119:7787:2762,5248223,887
M04808:132:000000000-CTP75:1:2119:21391:3222,5247726,524
M04808:132:000000000-CTP75:1:2119:22914:4142,5246907,3614
M04808:132:000000000-CTP75:1:2119:11525:4277,5247603,630
M04808:132:000000000-CTP75:1:2119:7334:4407,5248334,7315
M04808:132:000000000-CTP75:1:2119:13098:4859,5247246,987
M04808:132:000000000-CTP75:1:2119:20819:4975,5245876,2356
M04808:132:000000000-CTP75:1:2119:6564:3575,5247696,676
M04808:132:000000000-CTP75:1:2119:24469:5238,5246962,2522
M04808:132:000000000-CTP75:1:2119:8767:3076,5247688,979
M04808:132:000000000-CTP75:1:2119:26442:5457,5247154,1078
M04808:132:000000000-CTP75:1:2119:16055:5631,5248228,837
M04808:132:000000000-CTP75:1:2119:18195:5402,5247833,399
M04808:132:000000000-CTP75:1:2119:23730:4846,5246011,2225
M04808:132:000000000-CTP75:1:2119:22805:5982,5248225,402
M04808:132:000000000-CTP75:1:2119:22988:6205,5248186,894
M04808:132:000000000-CTP75:1:2119:11269:6235,5246314,3096
M04808:132:000000000-CTP75:1:2119:25575:6288,5247566,666
M04808:132:000000000-CTP75:1:2119:17381:6504,5247952,709
M04808:132:000000000-CTP75:1:2119:23881:6601,5248051,391
M04808:132:000000000-CTP75:1:2119:10680:6565,5248232,313
M04808:132:000000000-CTP75:1:2119:9878:6596,5246827,1859
M04808:132:000000000-CTP75:1:2119:15251:7054,5248228,1142
M04808:132:000000000-CTP75:1:2119:3608:7120,5247677,557
M04808:132:000000000-CTP75:1:2119:22323:6712,5247658,574
M04808:132:000000000-CTP75:1:2119:24313:6958,5247576,667
M04808:132:000000000-CTP75:1:2119:6189:6976,5248225,632
M04808:132:000000000-CTP75:1:2119:19782:6984,5247833,399
M04808:132:000000000-CTP75:1:2119:20631:7007,5247788,443
M04808:132:000000000-CTP75:1:2119:10172:7362,5248228,446
M04808:132:000000000-CTP75:1:2119:9122:6657,5247773,460
M04808:132:000000000-CTP75:1:2119:22284:6679,5247562,3145
M04808:132:000000000-CTP75:1:2119:12740:6824,5248229,412
M04808:132:000000000-CTP75:1:2119:13227:6043,5248228,451
M04808:132:000000000-CTP75:1:2119:5699:6386,5248038,362
M04808:132:000000000-CTP75:1:2119:13891:7197,5246690,2403
M04808:132:000000000-CTP75:1:2119:19548:7358,5248014,977
M04808:132:000000000-CTP75:1:2119:17727:7882,5247890,353
M04808:132:000000000-CTP75:1:2119:16275:6758,5248181,1271
M04808:132:000000000-CTP75:1:2119:20591:6904,5246827,2470
M04808:132:000000000-CTP75:1:2119:25182:7836,5245978,2826
M04808:132:000000000-CTP75:1:2119:4901:7701,5248230,2524
M04808:132:000000000-CTP75:1:2119:28646:8191,5247802,3036
M04808:132:000000000-CTP75:1:2119:3125:7958,5246637,1656
M04808:132:000000000-CTP75:1:2119:8968:8692,5247830,550
M04808:132:000000000-CTP75:1:2119:26852:8972,5248229,318
M04808:132:000000000-CTP75:1:2119:19683:8040,5248229,897
M04808:132:000000000-CTP75:1:2119:25787:8888,5246698,1550
M04808:132:000000000-CTP75:1:2119:11811:8904,5246745,1732
M04808:132:000000000-CTP75:1:2119:9921:8908,5248214,427
M04808:132:000000000-CTP75:1:2119:27034:9349,5246351,1884
M04808:132:000000000-CTP75:1:2119:3804:7772,5247016,1214
M04808:132:000000000-CTP75:1:2119:20825:8706,5247729,504
M04808:132:000000000-CTP75:1:2119:9196:9626,5248230,474
M04808:132:000000000-CTP75:1:2119:10814:9448,5247955,1072
M04808:132:000000000-CTP75:1:2119:19173:10035,5247174,1058
M04808:132:000000000-CTP75:1:2119:11243:10037,5245880,4405
M04808:132:000000000-CTP75:1:2119:4568:10039,5247823,407
M04808:132:000000000-CTP75:1:2119:14855:10599,5248217,886
M04808:132:000000000-CTP75:1:2119:21750:10999,5246829,1853
M04808:132:000000000-CTP75:1:2119:16727:10593,5247951,309
M04808:132:000000000-CTP75:1:2119:5689:11271,5247952,709
M04808:132:000000000-CTP75:1:2119:9528:10314,5247164,1068
M04808:132:000000000-CTP75:1:2119:7080:11767,5247827,405
M04808:132:000000000-CTP75:1:2119:28025:12032,5247174,1058
M04808:132:000000000-CTP75:1:2119:24640:10324,5246500,1741
M04808:132:000000000-CTP75:1:2119:6188:11874,5247805,503
M04808:132:000000000-CTP75:1:2119:12571:11878,5248227,1012
M04808:132:000000000-CTP75:1:2119:28536:12000,5247752,483
M04808:132:000000000-CTP75:1:2119:13579:12182,5246559,1673
M04808:132:000000000-CTP75:1:2119:17523:12341,5245978,2826
M04808:132:000000000-CTP75:1:2119:11715:11905,5245994,2238
M04808:132:000000000-CTP75:1:2119:14875:11940,5248161,1221
M04808:132:000000000-CTP75:1:2119:22978:11408,5247833,399
M04808:132:000000000-CTP75:1:2119:25856:11551,5246447,1786
M04808:132:000000000-CTP75:1:2119:19956:12151,5248227,1602
M04808:132:000000000-CTP75:1:2119:5247:12858,5247642,604
M04808:132:000000000-CTP75:1:2119:2349:13090,5245793,2670
M04808:132:000000000-CTP75:1:2119:5082:13043,5247389,2063
M04808:132:000000000-CTP75:1:2119:24085:13018,5247597,815
M04808:132:000000000-CTP75:1:2119:4617:13140,5248226,533
M04808:132:000000000-CTP75:1:2119:24337:12476,5248147,588
M04808:132:000000000-CTP75:1:2119:18636:13279,5247969,496
M04808:132:000000000-CTP75:1:2119:29039:13750,5248214,356
M04808:132:000000000-CTP75:1:2119:22924:13874,5247822,410
M04808:132:000000000-CTP75:1:2119:19682:14162,5247590,644
M04808:132:000000000-CTP75:1:2119:6963:14201,5248213,1594
M04808:132:000000000-CTP75:1:2119:16023:14235,5248219,712
M04808:132:000000000-CTP75:1:2119:20642:14390,5247704,1270
M04808:132:000000000-CTP75:1:2119:24251:14049,5246725,1507
M04808:132:000000000-CTP75:1:2119:27373:14058,5248231,1154
M04808:132:000000000-CTP75:1:2119:12249:14679,5245812,2856
M04808:132:000000000-CTP75:1:2119:28941:14752,5246258,1975
M04808:132:000000000-CTP75:1:2119:24643:14843,5248184,1528
M04808:132:000000000-CTP75:1:2119:9405:14947,5246401,1831
M04808:132:000000000-CTP75:1:2119:12759:15038,5247785,447
M04808:132:000000000-CTP75:1:2119:9585:15241,5247812,582
M04808:132:000000000-CTP75:1:2119:10490:15000,5248228,238
M04808:132:000000000-CTP75:1:2119:11730:15006,5248230,2327
M04808:132:000000000-CTP75:1:2119:27297:14977,5248225,434
M04808:132:000000000-CTP75:1:2119:25094:14979,5247500,2075
M04808:132:000000000-CTP75:1:2119:22757:15797,5248092,858
M04808:132:000000000-CTP75:1:2119:25633:15421,5247897,335
M04808:132:000000000-CTP75:1:2119:27512:14630,5248226,904
M04808:132:000000000-CTP75:1:2119:17030:14633,5248213,545
M04808:132:000000000-CTP75:1:2119:19106:15531,5247800,445
M04808:132:000000000-CTP75:1:2119:24835:15544,5246788,2167
M04808:132:000000000-CTP75:1:2119:3960:16005,5248230,2327
M04808:132:000000000-CTP75:1:2119:14343:16241,5247584,2218
M04808:132:000000000-CTP75:1:2119:15282:16054,5248184,1528
M04808:132:000000000-CTP75:1:2119:19808:15776,5246816,1427
M04808:132:000000000-CTP75:1:2119:11309:16828,5248229,224
M04808:132:000000000-CTP75:1:2119:3708:16283,5246426,3923
M04808:132:000000000-CTP75:1:2119:11333:16757,5248228,238
M04808:132:000000000-CTP75:1:2119:17257:17346,5247599,644
M04808:132:000000000-CTP75:1:2119:2799:17145,5248202,499
M04808:132:000000000-CTP75:1:2119:28553:17053,5247807,2942
